country_name,country_code,year,value
China,CHN,1978,1.50E+11
China,CHN,1979,1.78E+11
China,CHN,1980,1.91E+11
China,CHN,1981,1.96E+11
China,CHN,1982,2.05E+11
China,CHN,1983,2.31E+11
China,CHN,1984,2.60E+11
China,CHN,1985,3.09E+11
China,CHN,1986,3.01E+11
China,CHN,1987,2.73E+11
China,CHN,1988,3.12E+11
China,CHN,1989,3.48E+11
China,CHN,1990,3.61E+11
China,CHN,1991,3.83E+11
China,CHN,1992,4.27E+11
China,CHN,1993,4.45E+11
China,CHN,1994,5.64E+11
China,CHN,1995,7.34E+11
China,CHN,1996,8.64E+11
China,CHN,1997,9.62E+11
China,CHN,1998,1.03E+12
China,CHN,1999,1.09E+12
China,CHN,2000,1.21E+12
China,CHN,2001,1.34E+12
China,CHN,2002,1.47E+12
China,CHN,2003,1.66E+12
China,CHN,2004,1.96E+12
China,CHN,2005,2.29E+12
China,CHN,2006,2.75E+12
China,CHN,2007,3.55E+12
China,CHN,2008,4.59E+12
China,CHN,2009,5.10E+12
China,CHN,2010,6.09E+12
China,CHN,2011,7.55E+12
China,CHN,2012,8.53E+12
China,CHN,2013,9.57E+12
China,CHN,2014,1.05E+13
China,CHN,2015,1.11E+13
China,CHN,2016,1.12E+13
China,CHN,2017,1.23E+13
China,CHN,2018,1.39E+13
China,CHN,2019,1.43E+13
China,CHN,2020,1.47E+13
China,CHN,2021,1.78E+13
China,CHN,2022,1.80E+13
Colombia,COL,1960,4031152977
Colombia,COL,1961,4540447762
Colombia,COL,1962,4955537980
Colombia,COL,1963,4836166667
Colombia,COL,1964,5973366667
Colombia,COL,1965,5760761905
Colombia,COL,1966,5428518519
Colombia,COL,1967,5825170438
Colombia,COL,1968,5960212869
Colombia,COL,1969,6450175214
Colombia,COL,1970,7198360460
Colombia,COL,1971,7820380971
Colombia,COL,1972,8671358733
Colombia,COL,1973,10315760000
Colombia,COL,1974,12370029584
Colombia,COL,1975,13098633902
Colombia,COL,1976,15341403660
Colombia,COL,1977,19470960619
Colombia,COL,1978,23263511958
Colombia,COL,1979,27940411250
Colombia,COL,1980,33400735644
Colombia,COL,1981,36388366869
Colombia,COL,1982,38968039722
Colombia,COL,1983,38729822782
Colombia,COL,1984,38253120738
Colombia,COL,1985,34894419525
Colombia,COL,1986,34942489684
Colombia,COL,1987,36373307085
Colombia,COL,1988,39212550050
Colombia,COL,1989,39540080200
Colombia,COL,1990,47844090710
Colombia,COL,1991,49637993949
Colombia,COL,1992,58394443349
Colombia,COL,1993,66474101329
Colombia,COL,1994,81705497617
Colombia,COL,1995,92495970511
Colombia,COL,1996,97153389011
Colombia,COL,1997,1.07E+11
Colombia,COL,1998,98486358604
Colombia,COL,1999,86278947621
Colombia,COL,2000,99875074935
Colombia,COL,2001,98200641189
Colombia,COL,2002,97945812790
Colombia,COL,2003,94644969146
Colombia,COL,2004,1.17E+11
Colombia,COL,2005,1.46E+11
Colombia,COL,2006,1.62E+11
Colombia,COL,2007,2.06E+11
Colombia,COL,2008,2.43E+11
Colombia,COL,2009,2.32E+11
Colombia,COL,2010,2.86E+11
Colombia,COL,2011,3.35E+11
Colombia,COL,2012,3.71E+11
Colombia,COL,2013,3.82E+11
Colombia,COL,2014,3.81E+11
Colombia,COL,2015,2.93E+11
Colombia,COL,2016,2.83E+11
Colombia,COL,2017,3.12E+11
Colombia,COL,2018,3.34E+11
Colombia,COL,2019,3.23E+11
Colombia,COL,2020,2.70E+11
Colombia,COL,2021,3.19E+11
Colombia,COL,2022,3.44E+11
Comoros,COM,1980,212218261.5
Comoros,COM,1981,196349931.6
Comoros,COM,1982,184009013.5
Comoros,COM,1983,191621954.9
Comoros,COM,1984,184697225.6
Comoros,COM,1985,196726096.5
Comoros,COM,1986,279197721.8
Comoros,COM,1987,337525853
Comoros,COM,1988,356500032.8
Comoros,COM,1989,341476768.1
Comoros,COM,1990,429622178
Comoros,COM,1991,424108769.1
Comoros,COM,1992,457388651.9
Comoros,COM,1993,452881475.1
Comoros,COM,1994,319189184.3
Comoros,COM,1995,398461796.7
Comoros,COM,1996,396053806.4
Comoros,COM,1997,364445600.1
Comoros,COM,1998,370106746
Comoros,COM,1999,382454989.9
Comoros,COM,2000,351136579.8
Comoros,COM,2001,378512024.1
Comoros,COM,2002,425964681.1
Comoros,COM,2003,546885223.2
Comoros,COM,2004,633706110.4
Comoros,COM,2005,653845169.2
Comoros,COM,2006,698431794.5
Comoros,COM,2007,795673153.2
Comoros,COM,2008,915659107.8
Comoros,COM,2009,905341174
Comoros,COM,2010,907978731.7
Comoros,COM,2011,1023086273
Comoros,COM,2012,1015843491
Comoros,COM,2013,1116224107
Comoros,COM,2014,1149587660
Comoros,COM,2015,966029599.8
Comoros,COM,2016,1012835493
Comoros,COM,2017,1077439756
Comoros,COM,2018,1188797450
Comoros,COM,2019,1195019531
Comoros,COM,2020,1225039196
Comoros,COM,2021,1296089479
Comoros,COM,2022,1242519407
"Congo, Dem. Rep.",COD,1960,3359404118
"Congo, Dem. Rep.",COD,1961,3086746857
"Congo, Dem. Rep.",COD,1962,3779841429
"Congo, Dem. Rep.",COD,1963,6213185743
"Congo, Dem. Rep.",COD,1964,2881545273
"Congo, Dem. Rep.",COD,1965,4043901818
"Congo, Dem. Rep.",COD,1966,4532660182
"Congo, Dem. Rep.",COD,1967,3384063372
"Congo, Dem. Rep.",COD,1968,3909780539
"Congo, Dem. Rep.",COD,1969,5032434970
"Congo, Dem. Rep.",COD,1970,4877684910
"Congo, Dem. Rep.",COD,1971,5594770359
"Congo, Dem. Rep.",COD,1972,6173712814
"Congo, Dem. Rep.",COD,1973,7870239461
"Congo, Dem. Rep.",COD,1974,9596960180
"Congo, Dem. Rep.",COD,1975,10237343174
"Congo, Dem. Rep.",COD,1976,9648583225
"Congo, Dem. Rep.",COD,1977,12344424764
"Congo, Dem. Rep.",COD,1978,15372608002
"Congo, Dem. Rep.",COD,1979,15068422236
"Congo, Dem. Rep.",COD,1980,14394927495
"Congo, Dem. Rep.",COD,1981,12537821038
"Congo, Dem. Rep.",COD,1982,13651667371
"Congo, Dem. Rep.",COD,1983,11006712650
"Congo, Dem. Rep.",COD,1984,7857729193
"Congo, Dem. Rep.",COD,1985,7195042616
"Congo, Dem. Rep.",COD,1986,8095367168
"Congo, Dem. Rep.",COD,1987,7661625473
"Congo, Dem. Rep.",COD,1988,8861299977
"Congo, Dem. Rep.",COD,1989,9021862775
"Congo, Dem. Rep.",COD,1990,9349764580
"Congo, Dem. Rep.",COD,1991,9625436873
"Congo, Dem. Rep.",COD,1992,8227343907
"Congo, Dem. Rep.",COD,1993,10706259937
"Congo, Dem. Rep.",COD,1994,5820382248
"Congo, Dem. Rep.",COD,1995,5643439376
"Congo, Dem. Rep.",COD,1996,5771454940
"Congo, Dem. Rep.",COD,1997,6090840548
"Congo, Dem. Rep.",COD,1998,6217806273
"Congo, Dem. Rep.",COD,1999,4711259427
"Congo, Dem. Rep.",COD,2000,19088046306
"Congo, Dem. Rep.",COD,2001,7438189100
"Congo, Dem. Rep.",COD,2002,8728038525
"Congo, Dem. Rep.",COD,2003,8937567060
"Congo, Dem. Rep.",COD,2004,10297483481
"Congo, Dem. Rep.",COD,2005,11964484458
"Congo, Dem. Rep.",COD,2006,14451901696
"Congo, Dem. Rep.",COD,2007,16737071816
"Congo, Dem. Rep.",COD,2008,19788515579
"Congo, Dem. Rep.",COD,2009,18648372545
"Congo, Dem. Rep.",COD,2010,21565721036
"Congo, Dem. Rep.",COD,2011,25839749199
"Congo, Dem. Rep.",COD,2012,29306235295
"Congo, Dem. Rep.",COD,2013,32679745036
"Congo, Dem. Rep.",COD,2014,35909040944
"Congo, Dem. Rep.",COD,2015,37917706486
"Congo, Dem. Rep.",COD,2016,37134801549
"Congo, Dem. Rep.",COD,2017,38019264805
"Congo, Dem. Rep.",COD,2018,47568210021
"Congo, Dem. Rep.",COD,2019,51775829869
"Congo, Dem. Rep.",COD,2020,48716961865
"Congo, Dem. Rep.",COD,2021,55350968593
"Congo, Dem. Rep.",COD,2022,58065953573
"Congo, Rep.",COG,1960,131731862.6
"Congo, Rep.",COG,1961,151675739.2
"Congo, Rep.",COG,1962,166521239.9
"Congo, Rep.",COG,1963,172233430.9
"Congo, Rep.",COG,1964,185693724.8
"Congo, Rep.",COG,1965,198318063.9
"Congo, Rep.",COG,1966,220613582.4
"Congo, Rep.",COG,1967,237397428.3
"Congo, Rep.",COG,1968,251247458
"Congo, Rep.",COG,1969,265040036.1
"Congo, Rep.",COG,1970,274960699.9
"Congo, Rep.",COG,1971,322128019.3
"Congo, Rep.",COG,1972,410669262.9
"Congo, Rep.",COG,1973,541973362.5
"Congo, Rep.",COG,1974,585364635.4
"Congo, Rep.",COG,1975,767102679
"Congo, Rep.",COG,1976,754549600.5
"Congo, Rep.",COG,1977,765224030.6
"Congo, Rep.",COG,1978,878771771.3
"Congo, Rep.",COG,1979,1198749666
"Congo, Rep.",COG,1980,1705796850
"Congo, Rep.",COG,1981,1993512326
"Congo, Rep.",COG,1982,2160640567
"Congo, Rep.",COG,1983,2097274290
"Congo, Rep.",COG,1984,2193581366
"Congo, Rep.",COG,1985,2160872541
"Congo, Rep.",COG,1986,1849268215
"Congo, Rep.",COG,1987,2297753649
"Congo, Rep.",COG,1988,2212536313
"Congo, Rep.",COG,1989,2389593022
"Congo, Rep.",COG,1990,2798746051
"Congo, Rep.",COG,1991,2724853508
"Congo, Rep.",COG,1992,2933222706
"Congo, Rep.",COG,1993,2684323618
"Congo, Rep.",COG,1994,1769365439
"Congo, Rep.",COG,1995,2116003868
"Congo, Rep.",COG,1996,2540697538
"Congo, Rep.",COG,1997,2322719101
"Congo, Rep.",COG,1998,1949481381
"Congo, Rep.",COG,1999,2354772959
"Congo, Rep.",COG,2000,3227927697
"Congo, Rep.",COG,2001,2796704603
"Congo, Rep.",COG,2002,3034250926
"Congo, Rep.",COG,2003,3503723087
"Congo, Rep.",COG,2004,4656974938
"Congo, Rep.",COG,2005,6650001685
"Congo, Rep.",COG,2006,8072305031
"Congo, Rep.",COG,2007,8782703428
"Congo, Rep.",COG,2008,11649857662
"Congo, Rep.",COG,2009,9723299908
"Congo, Rep.",COG,2010,13148396206
"Congo, Rep.",COG,2011,15655383586
"Congo, Rep.",COG,2012,17692911281
"Congo, Rep.",COG,2013,17958720704
"Congo, Rep.",COG,2014,17912907682
"Congo, Rep.",COG,2015,11890259177
"Congo, Rep.",COG,2016,10219341017
"Congo, Rep.",COG,2017,11094823677
"Congo, Rep.",COG,2018,13670038020
"Congo, Rep.",COG,2019,12750338736
"Congo, Rep.",COG,2020,10483151094
"Congo, Rep.",COG,2021,13366230821
"Congo, Rep.",COG,2022,14615532210
Costa Rica,CRI,1960,507513830
Costa Rica,CRI,1961,490325181.6
Costa Rica,CRI,1962,479180824.3
Costa Rica,CRI,1963,511902136.8
Costa Rica,CRI,1964,542578367.2
Costa Rica,CRI,1965,592981161.8
Costa Rica,CRI,1966,647305629.6
Costa Rica,CRI,1967,699456618.3
Costa Rica,CRI,1968,773841493.7
Costa Rica,CRI,1969,853630203
Costa Rica,CRI,1970,984830157.7
Costa Rica,CRI,1971,1077147483
Costa Rica,CRI,1972,1238251696
Costa Rica,CRI,1973,1528925770
Costa Rica,CRI,1974,1666544754
Costa Rica,CRI,1975,1960863466
Costa Rica,CRI,1976,2412555426
Costa Rica,CRI,1977,3072427013
Costa Rica,CRI,1978,3523208810
Costa Rica,CRI,1979,4035519324
Costa Rica,CRI,1980,4831447002
Costa Rica,CRI,1981,2623803056
Costa Rica,CRI,1982,2606623578
Costa Rica,CRI,1983,3146772656
Costa Rica,CRI,1984,3660477829
Costa Rica,CRI,1985,3919203960
Costa Rica,CRI,1986,4418983871
Costa Rica,CRI,1987,4532952047
Costa Rica,CRI,1988,4614629898
Costa Rica,CRI,1989,5251025767
Costa Rica,CRI,1990,5711687787
Costa Rica,CRI,1991,7196276092
Costa Rica,CRI,1992,8564041895
Costa Rica,CRI,1993,9582868510
Costa Rica,CRI,1994,10486787030
Costa Rica,CRI,1995,11578594260
Costa Rica,CRI,1996,11678424507
Costa Rica,CRI,1997,12614602382
Costa Rica,CRI,1998,13684255947
Costa Rica,CRI,1999,14254866281
Costa Rica,CRI,2000,15013629659
Costa Rica,CRI,2001,15976174337
Costa Rica,CRI,2002,16578820687
Costa Rica,CRI,2003,17271760507
Costa Rica,CRI,2004,18610594846
Costa Rica,CRI,2005,20040642477
Costa Rica,CRI,2006,22715540324
Costa Rica,CRI,2007,26884700345
Costa Rica,CRI,2008,30801744881
Costa Rica,CRI,2009,30745714327
Costa Rica,CRI,2010,37658614803
Costa Rica,CRI,2011,42762613706
Costa Rica,CRI,2012,47231655433
Costa Rica,CRI,2013,50949668886
Costa Rica,CRI,2014,52016408924
Costa Rica,CRI,2015,56441920824
Costa Rica,CRI,2016,58847019585
Costa Rica,CRI,2017,60516044623
Costa Rica,CRI,2018,62420164965
Costa Rica,CRI,2019,64417670556
Costa Rica,CRI,2020,62395610764
Costa Rica,CRI,2021,64616482168
Costa Rica,CRI,2022,68380838316
Cote d'Ivoire,CIV,1960,546203558.5
Cote d'Ivoire,CIV,1961,618245635.1
Cote d'Ivoire,CIV,1962,645284474.6
Cote d'Ivoire,CIV,1963,761047199
Cote d'Ivoire,CIV,1964,921063326.3
Cote d'Ivoire,CIV,1965,919771228
Cote d'Ivoire,CIV,1966,1024102882
Cote d'Ivoire,CIV,1967,1082922726
Cote d'Ivoire,CIV,1968,1281281278
Cote d'Ivoire,CIV,1969,1361360292
Cote d'Ivoire,CIV,1970,1455482795
Cote d'Ivoire,CIV,1971,1584128511
Cote d'Ivoire,CIV,1972,1849400398
Cote d'Ivoire,CIV,1973,2508421426
Cote d'Ivoire,CIV,1974,3070152314
Cote d'Ivoire,CIV,1975,3893839184
Cote d'Ivoire,CIV,1976,4662053820
Cote d'Ivoire,CIV,1977,6265068200
Cote d'Ivoire,CIV,1978,7900526290
Cote d'Ivoire,CIV,1979,9142933956
Cote d'Ivoire,CIV,1980,10175617589
Cote d'Ivoire,CIV,1981,8432589956
Cote d'Ivoire,CIV,1982,7567110856
Cote d'Ivoire,CIV,1983,6838184772
Cote d'Ivoire,CIV,1984,6841639250
Cote d'Ivoire,CIV,1985,6977650648
Cote d'Ivoire,CIV,1986,9158302111
Cote d'Ivoire,CIV,1987,10087654451
Cote d'Ivoire,CIV,1988,10255169812
Cote d'Ivoire,CIV,1989,9757410630
Cote d'Ivoire,CIV,1990,10795850585
Cote d'Ivoire,CIV,1991,10492628588
Cote d'Ivoire,CIV,1992,11152971284
Cote d'Ivoire,CIV,1993,11045760269
Cote d'Ivoire,CIV,1994,8313557515
Cote d'Ivoire,CIV,1995,11000146269
Cote d'Ivoire,CIV,1996,18071152821
Cote d'Ivoire,CIV,1997,18047558027
Cote d'Ivoire,CIV,1998,19619654770
Cote d'Ivoire,CIV,1999,18870992456
Cote d'Ivoire,CIV,2000,16577533892
Cote d'Ivoire,CIV,2001,16810537038
Cote d'Ivoire,CIV,2002,18054383334
Cote d'Ivoire,CIV,2003,21251754335
Cote d'Ivoire,CIV,2004,23510575669
Cote d'Ivoire,CIV,2005,24036918719
Cote d'Ivoire,CIV,2006,25281413268
Cote d'Ivoire,CIV,2007,28760090924
Cote d'Ivoire,CIV,2008,34078240260
Cote d'Ivoire,CIV,2009,33886813225
Cote d'Ivoire,CIV,2010,34936307964
Cote d'Ivoire,CIV,2011,36693710822
Cote d'Ivoire,CIV,2012,36302302844
Cote d'Ivoire,CIV,2013,42760235496
Cote d'Ivoire,CIV,2014,48843005625
Cote d'Ivoire,CIV,2015,45815005171
Cote d'Ivoire,CIV,2016,48407761032
Cote d'Ivoire,CIV,2017,52512344034
Cote d'Ivoire,CIV,2018,58522477745
Cote d'Ivoire,CIV,2019,59898479821
Cote d'Ivoire,CIV,2020,62982768372
Cote d'Ivoire,CIV,2021,71811075955
Cote d'Ivoire,CIV,2022,70018715017
Croatia,HRV,1995,22778305790
Croatia,HRV,1996,24147539210
Croatia,HRV,1997,24172608178
Croatia,HRV,1998,25885225294
Croatia,HRV,1999,23770159784
Croatia,HRV,2000,22128719418
Croatia,HRV,2001,23063323723
Croatia,HRV,2002,26757255952
Croatia,HRV,2003,35254833028
Croatia,HRV,2004,41855265955
Croatia,HRV,2005,45025328214
Croatia,HRV,2006,49532592593
Croatia,HRV,2007,59172904661
Croatia,HRV,2008,68342061762
Croatia,HRV,2009,61941466003
Croatia,HRV,2010,58693611581
Croatia,HRV,2011,62599775593
Croatia,HRV,2012,57231455635
Croatia,HRV,2013,59363124069
Croatia,HRV,2014,59214461630
Croatia,HRV,2015,50742086223
Croatia,HRV,2016,52391038979
Croatia,HRV,2017,55937483558
Croatia,HRV,2018,61330483610
Croatia,HRV,2019,61329267533
Croatia,HRV,2020,57624938982
Croatia,HRV,2021,68843674641
Croatia,HRV,2022,70964606465
Cuba,CUB,1970,5693005200
Cuba,CUB,1971,6914658400
Cuba,CUB,1972,8135150892
Cuba,CUB,1973,9987709650
Cuba,CUB,1974,11405957317
Cuba,CUB,1975,13027415244
Cuba,CUB,1976,13789579903
Cuba,CUB,1977,14206158675
Cuba,CUB,1978,17844705325
Cuba,CUB,1979,19584443288
Cuba,CUB,1980,19912889861
Cuba,CUB,1981,20150254096
Cuba,CUB,1982,20953510235
Cuba,CUB,1983,22204940512
Cuba,CUB,1984,24039383608
Cuba,CUB,1985,22920490774
Cuba,CUB,1986,24226574634
Cuba,CUB,1987,25213935012
Cuba,CUB,1988,27458999472
Cuba,CUB,1989,27023468666
Cuba,CUB,1990,28645436569
Cuba,CUB,1991,24316556026
Cuba,CUB,1992,22085858243
Cuba,CUB,1993,22367254865
Cuba,CUB,1994,28448326757
Cuba,CUB,1995,30429803651
Cuba,CUB,1996,25017368700
Cuba,CUB,1997,25365908100
Cuba,CUB,1998,25736331200
Cuba,CUB,1999,28364615200
Cuba,CUB,2000,30565400000
Cuba,CUB,2001,31682400000
Cuba,CUB,2002,33590500000
Cuba,CUB,2003,35901200000
Cuba,CUB,2004,38203000000
Cuba,CUB,2005,42643836100
Cuba,CUB,2006,48835925926
Cuba,CUB,2007,54262870370
Cuba,CUB,2008,56302129630
Cuba,CUB,2009,57481481481
Cuba,CUB,2010,59562962963
Cuba,CUB,2011,68990000000
Cuba,CUB,2012,73141000000
Cuba,CUB,2013,77148000000
Cuba,CUB,2014,80656000000
Cuba,CUB,2015,87133000000
Cuba,CUB,2016,91370000000
Cuba,CUB,2017,96851000000
Cuba,CUB,2018,1.00E+11
Cuba,CUB,2019,1.03E+11
Cuba,CUB,2020,1.07E+11
Curacao,CUW,2011,2933128492
Curacao,CUW,2012,3024525140
Curacao,CUW,2013,3039944134
Curacao,CUW,2014,3048435754
Curacao,CUW,2015,3042737430
Curacao,CUW,2016,3014748603
Curacao,CUW,2017,3009497207
Curacao,CUW,2018,3020388827
Curacao,CUW,2019,2995185475
Curacao,CUW,2020,2496174749
Curacao,CUW,2021,2699612458
Cyprus,CYP,1975,489914760.7
Cyprus,CYP,1976,576090073.7
Cyprus,CYP,1977,734887974
Cyprus,CYP,1978,964026512.2
Cyprus,CYP,1979,1288715210
Cyprus,CYP,1980,2154311277
Cyprus,CYP,1981,2087496374
Cyprus,CYP,1982,2159242417
Cyprus,CYP,1983,2160364071
Cyprus,CYP,1984,2278248953
Cyprus,CYP,1985,2430411900
Cyprus,CYP,1986,3090734463
Cyprus,CYP,1987,3704813886
Cyprus,CYP,1988,4278792597
Cyprus,CYP,1989,4563482604
Cyprus,CYP,1990,5591130218
Cyprus,CYP,1991,5770197348
Cyprus,CYP,1992,6912150456
Cyprus,CYP,1993,6590291048
Cyprus,CYP,1994,7425703929
Cyprus,CYP,1995,9933133247
Cyprus,CYP,1996,10011918444
Cyprus,CYP,1997,9547818700
Cyprus,CYP,1998,10248617647
Cyprus,CYP,1999,10497908306
Cyprus,CYP,2000,9985844486
Cyprus,CYP,2001,10397897086
Cyprus,CYP,2002,11420227885
Cyprus,CYP,2003,14547325028
Cyprus,CYP,2004,17320552500
Cyprus,CYP,2005,18433411267
Cyprus,CYP,2006,20072786351
Cyprus,CYP,2007,23968764030
Cyprus,CYP,2008,27844698989
Cyprus,CYP,2009,25945391775
Cyprus,CYP,2010,25799940416
Cyprus,CYP,2011,27641551809
Cyprus,CYP,2012,25047433100
Cyprus,CYP,2013,23959708956
Cyprus,CYP,2014,23225912183
Cyprus,CYP,2015,19909269065
Cyprus,CYP,2016,21046452117
Cyprus,CYP,2017,22946583376
Cyprus,CYP,2018,25597301191
Cyprus,CYP,2019,25945194240
Cyprus,CYP,2020,25008266159
Cyprus,CYP,2021,28408064462
Cyprus,CYP,2022,28439052741
Czechia,CZE,1990,40728950705
Czechia,CZE,1991,29859921159
Czechia,CZE,1992,34805013230
Czechia,CZE,1993,40866982340
Czechia,CZE,1994,47850065329
Czechia,CZE,1995,60145663259
Czechia,CZE,1996,67388492014
Czechia,CZE,1997,62180519006
Czechia,CZE,1998,66807498696
Czechia,CZE,1999,65173036731
Czechia,CZE,2000,61823494487
Czechia,CZE,2001,67808695574
Czechia,CZE,2002,82196206090
Czechia,CZE,2003,1.00E+11
Czechia,CZE,2004,1.20E+11
Czechia,CZE,2005,1.37E+11
Czechia,CZE,2006,1.56E+11
Czechia,CZE,2007,1.90E+11
Czechia,CZE,2008,2.37E+11
Czechia,CZE,2009,2.07E+11
Czechia,CZE,2010,2.09E+11
Czechia,CZE,2011,2.30E+11
Czechia,CZE,2012,2.09E+11
Czechia,CZE,2013,2.12E+11
Czechia,CZE,2014,2.09E+11
Czechia,CZE,2015,1.88E+11
Czechia,CZE,2016,1.96E+11
Czechia,CZE,2017,2.19E+11
Czechia,CZE,2018,2.49E+11
Czechia,CZE,2019,2.53E+11
Czechia,CZE,2020,2.46E+11
Czechia,CZE,2021,2.82E+11
Czechia,CZE,2022,2.91E+11
Denmark,DNK,1966,11931739465
Denmark,DNK,1967,13059065019
Denmark,DNK,1968,13505573855
Denmark,DNK,1969,15414902253
Denmark,DNK,1970,17075457585
Denmark,DNK,1971,19085633673
Denmark,DNK,1972,23232407815
Denmark,DNK,1973,30730626668
Denmark,DNK,1974,34160444804
Denmark,DNK,1975,40474406216
Denmark,DNK,1976,44575708131
Denmark,DNK,1977,49784407636
Denmark,DNK,1978,60362658215
Denmark,DNK,1979,70366799282
Denmark,DNK,1980,71127002865
Denmark,DNK,1981,61878103527
Denmark,DNK,1982,60412542586
Denmark,DNK,1983,60644837444
Denmark,DNK,1984,59105284415
Denmark,DNK,1985,62658617565
Denmark,DNK,1986,88078850822
Denmark,DNK,1987,1.09E+11
Denmark,DNK,1988,1.16E+11
Denmark,DNK,1989,1.12E+11
Denmark,DNK,1990,1.38E+11
Denmark,DNK,1991,1.39E+11
Denmark,DNK,1992,1.53E+11
Denmark,DNK,1993,1.43E+11
Denmark,DNK,1994,1.56E+11
Denmark,DNK,1995,1.85E+11
Denmark,DNK,1996,1.88E+11
Denmark,DNK,1997,1.74E+11
Denmark,DNK,1998,1.77E+11
Denmark,DNK,1999,1.78E+11
Denmark,DNK,2000,1.64E+11
Denmark,DNK,2001,1.65E+11
Denmark,DNK,2002,1.79E+11
Denmark,DNK,2003,2.18E+11
Denmark,DNK,2004,2.51E+11
Denmark,DNK,2005,2.64E+11
Denmark,DNK,2006,2.83E+11
Denmark,DNK,2007,3.19E+11
Denmark,DNK,2008,3.53E+11
Denmark,DNK,2009,3.21E+11
Denmark,DNK,2010,3.22E+11
Denmark,DNK,2011,3.44E+11
Denmark,DNK,2012,3.27E+11
Denmark,DNK,2013,3.44E+11
Denmark,DNK,2014,3.53E+11
Denmark,DNK,2015,3.03E+11
Denmark,DNK,2016,3.13E+11
Denmark,DNK,2017,3.32E+11
Denmark,DNK,2018,3.57E+11
Denmark,DNK,2019,3.46E+11
Denmark,DNK,2020,3.55E+11
Denmark,DNK,2021,3.98E+11
Denmark,DNK,2022,3.95E+11
Djibouti,DJI,1985,340989528
Djibouti,DJI,1987,373371738.3
Djibouti,DJI,1988,395794538.6
Djibouti,DJI,1989,409220087.1
Djibouti,DJI,1990,452328087.3
Djibouti,DJI,1991,462421998.5
Djibouti,DJI,1992,478058304.9
Djibouti,DJI,1993,466048469.2
Djibouti,DJI,1994,491689220.7
Djibouti,DJI,1995,497723960.6
Djibouti,DJI,1996,494004647.7
Djibouti,DJI,1997,502675542
Djibouti,DJI,1998,514267869.3
Djibouti,DJI,1999,536080148.1
Djibouti,DJI,2000,551230861.9
Djibouti,DJI,2001,572417440.8
Djibouti,DJI,2002,591122039.6
Djibouti,DJI,2003,622044665.5
Djibouti,DJI,2004,666072101.8
Djibouti,DJI,2005,708633194.7
Djibouti,DJI,2006,768873684
Djibouti,DJI,2007,847918929.1
Djibouti,DJI,2008,999105339.3
Djibouti,DJI,2009,1049110685
Djibouti,DJI,2010,1128611700
Djibouti,DJI,2011,1239144502
Djibouti,DJI,2012,1353632942
Djibouti,DJI,2013,2042817163
Djibouti,DJI,2014,2214679081
Djibouti,DJI,2015,2424391785
Djibouti,DJI,2016,2604955229
Djibouti,DJI,2017,2762581334
Djibouti,DJI,2018,2913466732
Djibouti,DJI,2019,3088853639
Djibouti,DJI,2020,3181071154
Djibouti,DJI,2021,3372287462
Djibouti,DJI,2022,3515109075
Dominica,DMA,1977,45872947.41
Dominica,DMA,1978,57130215.56
Dominica,DMA,1979,55017758.89
Dominica,DMA,1980,72804653.33
Dominica,DMA,1981,82107391.11
Dominica,DMA,1982,89527576.67
Dominica,DMA,1983,98665191.48
Dominica,DMA,1984,109157070.7
Dominica,DMA,1985,119491933
Dominica,DMA,1986,135161958.5
Dominica,DMA,1987,151868754.4
Dominica,DMA,1988,171106184.1
Dominica,DMA,1989,185137243
Dominica,DMA,1990,201429629.6
Dominica,DMA,1991,219762963
Dominica,DMA,1992,234059259.3
Dominica,DMA,1993,245525925.9
Dominica,DMA,1994,264374074.1
Dominica,DMA,1995,274522222.2
Dominica,DMA,1996,292285185.2
Dominica,DMA,1997,302988888.9
Dominica,DMA,1998,322411111.1
Dominica,DMA,1999,331759259.3
Dominica,DMA,2000,333470370.4
Dominica,DMA,2001,340203703.7
Dominica,DMA,2002,333196296.3
Dominica,DMA,2003,343311111.1
Dominica,DMA,2004,367200000
Dominica,DMA,2005,364255555.6
Dominica,DMA,2006,390251851.9
Dominica,DMA,2007,421374074.1
Dominica,DMA,2008,458188888.9
Dominica,DMA,2009,489074074.1
Dominica,DMA,2010,493825925.9
Dominica,DMA,2011,501025925.9
Dominica,DMA,2012,485996296.3
Dominica,DMA,2013,498296296.3
Dominica,DMA,2014,520207407.4
Dominica,DMA,2015,540737037
Dominica,DMA,2016,576229629.6
Dominica,DMA,2017,521551851.9
Dominica,DMA,2018,554770370.4
Dominica,DMA,2019,611537037
Dominica,DMA,2020,504214814.8
Dominica,DMA,2021,555266666.7
Dominica,DMA,2022,612048148.1
Dominican Republic,DOM,1960,672399700
Dominican Republic,DOM,1961,654100200
Dominican Republic,DOM,1962,824100000
Dominican Republic,DOM,1963,940799900
Dominican Republic,DOM,1964,1025599900
Dominican Republic,DOM,1965,888100000
Dominican Republic,DOM,1966,983900000
Dominican Republic,DOM,1967,1034800000
Dominican Republic,DOM,1968,1079100000
Dominican Republic,DOM,1969,1230500000
Dominican Republic,DOM,1970,1485500000
Dominican Republic,DOM,1971,1666500000
Dominican Republic,DOM,1972,1987400000
Dominican Republic,DOM,1973,2344800000
Dominican Republic,DOM,1974,2925700001
Dominican Republic,DOM,1975,3599200004
Dominican Republic,DOM,1976,3951500004
Dominican Republic,DOM,1977,4587100005
Dominican Republic,DOM,1978,4734400005
Dominican Republic,DOM,1979,5498800005
